2026-08-18 18:11:20,29.79,47.77,1004.49
2026-08-18 18:11:22,31.07,56.64,1004.06
2026-08-18 18:11:24,31.07,56.64,1004.06
2026-08-18 18:11:26,31.07,56.64,1004.06
2026-08-18 18:15:14,31.15,56.73,1004.07
2026-08-18 18:15:16,30.73,53.49,1004.17
2026-08-18 18:15:18,30.73,53.49,1004.17
2026-08-18 18:15:20,30.73,53.49,1004.17
2026-08-18 18:15:22,30.73,53.49,1004.17
2026-08-18 18:15:25,30.73,53.49,1004.17
2026-08-18 18:15:27,30.73,53.49,1004.17
2026-08-18 18:15:29,30.73,53.49,1004.17
2026-08-18 18:15:31,30.73,53.49,1004.17
2026-08-18 18:15:33,30.73,53.49,1004.17
2026-08-18 18:15:35,30.73,53.49,1004.17
2026-08-18 18:15:37,30.73,53.49,1004.17
2026-08-18 18:15:39,30.73,53.49,1004.17
2026-08-18 18:15:41,30.73,53.49,1004.17
2026-08-18 18:15:43,30.73,53.49,1004.17
2026-08-18 18:15:45,30.73,53.49,1004.17
2026-08-18 18:15:47,30.73,53.49,1004.17
2026-08-18 18:15:49,30.73,53.49,1004.17
2026-08-18 18:15:51,30.73,53.49,1004.17
2026-08-18 18:15:53,30.73,53.49,1004.17
2026-08-18 20:31:22,30.73,53.49,1004.17
2026-08-18 20:31:27,28.33,41.11,1005.99
2026-08-18 20:31:32,28.33,41.11,1005.99
2026-08-18 20:31:38,28.33,41.11,1005.99
2026-08-18 20:31:43,28.33,41.11,1005.99
2026-08-18 20:31:48,28.33,41.11,1005.99
2026-08-18 20:31:53,28.33,41.11,1005.99
2026-08-18 20:31:58,28.33,41.11,1005.99
2026-08-18 20:32:03,28.33,41.11,1005.99
2026-08-18 20:32:08,28.33,41.11,1005.99
2026-08-18 20:32:13,28.33,41.11,1005.99
2026-08-18 20:32:18,28.33,41.11,1005.99
2026-08-18 20:32:23,28.33,41.11,1005.99
2026-08-18 20:32:28,28.33,41.11,1005.99
2026-08-18 20:32:49,28.33,41.11,1005.99
2026-08-18 20:32:56,28.55,41.57,1005.99
2026-08-18 20:33:03,28.55,41.57,1005.99
2026-08-18 20:33:10,28.55,41.57,1005.99
2026-08-18 20:33:17,28.55,41.57,1005.99
2026-08-18 20:33:24,28.55,41.57,1005.99
2026-08-18 20:33:31,28.55,41.57,1005.99
2026-08-18 20:33:36,28.55,41.57,1005.99
2026-08-18 20:33:47,28.64,41.24,1005.99
2026-08-18 20:33:55,28.64,41.24,1005.99
2026-08-18 20:34:02,28.64,41.24,1005.99
2026-08-18 20:34:11,28.64,41.24,1005.99
2026-08-18 20:34:19,28.64,41.24,1005.99
2026-08-18 20:34:27,28.64,41.24,1005.99
2026-08-18 20:34:34,28.64,41.24,1005.99
2026-08-18 20:34:42,28.64,41.24,1005.99
2026-08-18 20:34:49,28.64,41.24,1005.99
2026-08-18 20:34:57,28.64,41.24,1005.99
